check_id,path,start_line,start_col,end_line,end_col
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00005.java,118,13,118,52
java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,62,9,62,38
java.servlets.security.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,62,9,62,38
java.servlets.security.tainted-cmd-from-http-request-deepsemgrep.tainted-cmd-from-http-request-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00006.java,66,20,66,27
java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00007.java,61,13,61,47
java.servlets.security.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00007.java,61,13,61,47
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00008.java,57,13,57,80
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00010.java,99,17,99,48
java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,54,22,54,71
java.servlets.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,54,22,54,71
java.servlets.security.httpservlet-path-traversal-deepsemgrep.httpservlet-path-traversal-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00011.java,54,52,54,57
java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,68,21,68,58
java.servlets.security.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,68,21,68,58
java.servlets.security.tainted-ldapi-from-http-request-deepsemgrep.tainted-ldapi-from-http-request-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,68,38,68,44
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00012.java,77,21,85,54
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00013.java,56,9,56,69
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00014.java,56,9,56,48
java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,64,9,64,38
java.servlets.security.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,64,9,64,38
java.servlets.security.tainted-cmd-from-http-request-deepsemgrep.tainted-cmd-from-http-request-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00015.java,68,20,68,27
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00016.java,75,9,75,36
java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,63,13,63,45
java.servlets.security.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,63,13,63,45
java.servlets.security.tainted-cmd-from-http-request-deepsemgrep.tainted-cmd-from-http-request-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00017.java,63,32,63,43
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00018.java,57,13,59,54
java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,54,42,54,86
java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,54,80,54,85
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00019.java,103,13,103,52
java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,61,42,61,86
java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,61,80,61,85
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,108,13,108,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,114,13,114,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,120,13,120,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,126,13,126,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,132,13,132,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,138,13,138,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00020.java,144,13,144,52
java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,59,21,59,58
java.servlets.security.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,59,21,59,58
java.servlets.security.tainted-ldapi-from-http-request-deepsemgrep.tainted-ldapi-from-http-request-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,59,38,59,44
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00021.java,68,21,76,54
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00023.java,83,13,83,44
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00024.java,52,13,57,73
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00025.java,51,13,53,46
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00025.java,54,13,54,89
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00026.java,49,13,50,97
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00027.java,50,13,52,54
java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,57,13,57,64
java.servlets.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,57,13,57,64
java.servlets.security.httpservlet-path-traversal-deepsemgrep.httpservlet-path-traversal-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,57,48,57,56
java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,70,21,70,31
java.servlets.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00028.java,70,21,70,31
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00030.java,53,9,53,48
java.servlets.security.tainted-session-from-http-request-deepsemgrep.tainted-session-from-http-request-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,52,9,52,55
java.servlets.security.tainted-session-from-http-request.tainted-session-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,52,9,52,56
java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,52,49,52,54
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00031.java,54,9,58,57
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00032.java,54,13,54,82
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00033.java,53,13,54,97
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00034.java,56,13,56,78
java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,69,42,69,86
java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,69,80,69,85
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00035.java,118,13,118,52
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,65,13,65,71
java.servlets.security.servletresponse-writer-xss.servletresponse-writer-xss,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,65,13,65,72
java.servlets.security.servletresponse-writer-xss-deepsemgrep.servletresponse-writer-xss-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00036.java,65,40,65,59
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00037.java,66,13,71,73
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00038.java,63,13,79,32
java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00039.java,64,13,65,94
java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00040.java,49,22,49,58
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00042.java,86,17,86,48
java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,60,21,60,49
java.servlets.security.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,60,21,60,49
java.servlets.security.tainted-ldapi-from-http-request-deepsemgrep.tainted-ldapi-from-http-request-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,60,38,60,44
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00044.java,69,21,77,54
java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,61,34,62,92
java.servlets.security.httpservlet-path-traversal.httpservlet-path-traversal,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,61,34,62,92
java.servlets.security.httpservlet-path-traversal-deepsemgrep.httpservlet-path-traversal-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00045.java,62,46,62,91
java.lang.security.audit.crypto.use-of-md5.use-of-md5,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00046.java,50,86,50,91
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00047.java,73,9,73,48
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00048.java,72,9,72,56
java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00049.java,72,9,72,64
java.servlets.security.servletresponse-writer-xss.servletresponse-writer-xss,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00049.java,72,9,72,65
java.servlets.security.servletresponse-writer-xss-deepsemgrep.servletresponse-writer-xss-deepsemgrep,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00049.java,72,36,72,63
java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,62,42,62,86
java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,62,80,62,85
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,109,13,109,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,115,13,115,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,121,13,121,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,127,13,127,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,133,13,133,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,139,13,139,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00050.java,145,13,145,52
java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00051.java,60,9,60,54
java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00051.java,63,13,63,36
java.servlets.security.audit.cookie-missing-httponly.cookie-missing-httponly,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,42,9,42,40
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,42,9,42,40
java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,88,42,88,86
java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,88,80,88,85
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,135,13,135,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,141,13,141,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,147,13,147,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,153,13,153,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,159,13,159,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00053.java,165,13,165,52
java.servlets.security.audit.cookie-missing-httponly.cookie-missing-httponly,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,42,9,42,40
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,42,9,42,40
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,132,13,132,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,138,13,138,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,144,13,144,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,150,13,150,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,156,13,156,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00054.java,162,13,162,52
java.servlets.security.audit.cookie-missing-httponly.cookie-missing-httponly,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,42,9,42,40
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,42,9,42,40
java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,81,42,81,86
java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,81,80,81,85
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,128,13,128,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,134,13,134,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,140,13,140,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,146,13,146,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,152,13,152,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,158,13,158,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00055.java,164,13,164,52
java.servlets.security.audit.cookie-missing-httponly.cookie-missing-httponly,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,42,9,42,40
java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,42,9,42,40
java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,91,42,91,86
java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,91,80,91,85
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,138,13,138,52
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00056.java,144,13,144,52
