pluginid,alert,riskcode,riskdesc,uri,method,param,attack,evidence
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00810?BenchmarkTest00810=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest00810,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00811?BenchmarkTest00811=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest00811,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00822?BenchmarkTest00822=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest00822,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01253?BenchmarkTest01253=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01253,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01258?BenchmarkTest01258=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01258,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01263?BenchmarkTest01263=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01263,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01268?BenchmarkTest01268=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01268,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01506?BenchmarkTest01506=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01506,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01511?BenchmarkTest01511=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01511,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01596?BenchmarkTest01596=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01596,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01657?BenchmarkTest01657=%3C%2Fp%3E%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E%3Cp%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01657,</p><scrIpt>alert(1);</scRipt><p>,</p><scrIpt>alert(1);</scRipt><p>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01658?BenchmarkTest01658=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01658,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01660?BenchmarkTest01660=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01660,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01662?BenchmarkTest01662=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01662,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01665?BenchmarkTest01665=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01665,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01667?BenchmarkTest01667=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01667,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-03/BenchmarkTest01670?BenchmarkTest01670=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest01670,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-04/BenchmarkTest02123?BenchmarkTest02123=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02123,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-04/BenchmarkTest02133?BenchmarkTest02133=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02133,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-04/BenchmarkTest02223?BenchmarkTest02223=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02223,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-04/BenchmarkTest02228?BenchmarkTest02228=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02228,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-04/BenchmarkTest02402?BenchmarkTest02402=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02402,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02487?BenchmarkTest02487=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02487,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02578?BenchmarkTest02578=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02578,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02579?BenchmarkTest02579=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02579,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02580?BenchmarkTest02580=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02580,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02582?BenchmarkTest02582=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02582,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02583?BenchmarkTest02583=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02583,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02584?BenchmarkTest02584=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02584,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02586?BenchmarkTest02586=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02586,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02587?BenchmarkTest02587=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02587,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02588?BenchmarkTest02588=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02588,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02591?BenchmarkTest02591=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02591,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02595?BenchmarkTest02595=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02595,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02598?BenchmarkTest02598=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02598,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02600?BenchmarkTest02600=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02600,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-05/BenchmarkTest02608?BenchmarkTest02608=%3CscrIpt%3Ealert%281%29%3B%3C%2FscRipt%3E&password=ZAP&username=ZAP,GET,BenchmarkTest02608,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00030,POST,BenchmarkTest00030,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00375,POST,BenchmarkTest00375,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00376,POST,BenchmarkTest00376,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00378,POST,BenchmarkTest00378,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00380,POST,BenchmarkTest00380,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00383,POST,BenchmarkTest00383,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00384,POST,BenchmarkTest00384,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00385,POST,BenchmarkTest00385,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00388,POST,BenchmarkTest00388,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00390,POST,BenchmarkTest00390,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00395,POST,BenchmarkTest00395,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00473,POST,BenchmarkTest00473,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00475,POST,BenchmarkTest00475,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-00/BenchmarkTest00478,POST,BenchmarkTest00478,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00642,POST,BenchmarkTest00642,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00643,POST,BenchmarkTest00643,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00645,POST,BenchmarkTest00645,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00651,POST,BenchmarkTest00651,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00656,POST,BenchmarkTest00656,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00711,POST,BenchmarkTest00711,</p><scrIpt>alert(1);</scRipt><p>,</p><scrIpt>alert(1);</scRipt><p>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00715,POST,BenchmarkTest00715,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00720,POST,BenchmarkTest00720,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00721,POST,BenchmarkTest00721,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00725,POST,BenchmarkTest00725,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00728,POST,BenchmarkTest00728,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-01/BenchmarkTest00737,POST,BenchmarkTest00737,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01254,POST,BenchmarkTest01254,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01257,POST,BenchmarkTest01257,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01259,POST,BenchmarkTest01259,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01260,POST,BenchmarkTest01260,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01261,POST,BenchmarkTest01261,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
40012,Cross Site Scripting (Reflected),3,High (Medium),https://localhost:8443/benchmark/xss-02/BenchmarkTest01266,POST,BenchmarkTest01266,<scrIpt>alert(1);</scRipt>,<scrIpt>alert(1);</scRipt>
